Period,Nationality,Level,Composer,Piece Name,Book's name,future,time,future,14,13,12,11,10,09,08,07,06,05,04,03,02,01,00,99,98,97,96,95,94,93
23 Pedagogy,German,Elementary,Kohler,Song in Parellel Motion in G Major,"An Introduction to Classics to Moderns Agay ISBN 0825612667, p.13 (8 bars no repeats)",,,,,,,,,,,,,,1B,,,,,,,,,,,
,German,Elementary,Kohler,Country Dance in G Major,"Discovering Piano Literature, Book 2, Alfred AP.14575, p.33, 24 bars including D.C. al fine",,,,,,31rELE5,,,,,,,,,,,,,,,,,,,
22 USA,American ,Elementary,Kraehenbuehl,March of the Troll,"Contemporary Piano Literature, Book 1, Alfred AP.0107, P.20, 35 bars (in C Major)",,1,,51cELE2,,,,,2D,,,,,,,cELE,,,,2D,,,,,
,American ,Elementary,Kraehenbuehl,Sleeping Beauty in F# Major,"Contemporary Piano Literature, Book 1, Alfred AP.0107, p.21, 14 bars",,,,,51cELE2,,,,,,,,,,,,,,,,,,,,
,American ,Elementary,Kraehenbuehl,Whistlin' Tune in D Minor,"Contemporary Piano Literature, Book 1, Alfred AP.0107, p.22, 30 bars",,,,,51cELE3,,,,,,,,,,,,,,,,,,,,
23 Pedagogy,American ,Elementary,Kraehenbuehl,On Top of Old Smokey in C Major,"Piano Literature - Book 1, An Introduction Through Folk Songs and Singing Games, AP 0125, p.15, 8 bars (American Folk)",,,,,,001D,,,,,,,,,,,,,,,,,,,
23 Pedagogy,American ,,Kraehenbuehl,London Bridge Is Washed Away,"Piano Literature - Book 1, An Introduction Through Folk Songs and Singing Games, AP 0125, p.4 (American Folk)",,,,,,,,,,,,,,,,,,,,,,,,,
,American ,Elementary,Kraehenbuehl,Mosquito Trail in G Major,"Supplementary Solos Level 1, Alfred Music Publishing (AP.0105), p.10,16 bars no repeat",,,,,,51usELE3,,,,,,,,,,,,,,,,,,,
,American ,Elementary,Kraehenbuehl,Soft-Shoe Dance in F Major,"Supplementary Solos Level 1, Alfred Music Publishing (AP.0105), p.4, 16 bars",,,,,,51usELE1,,,,,,,,,,,,,,,,,,,
,American ,Elementary,Kraehenbuehl,A Sad Tail in C Major,"Supplementary Solos Level 1, Alfred Music Publishing (AP.0105), p.6, 14 bars",,,,,,51usELE2,,,,,,,,,,x,,,,,,,,,
22 USA,American ,Elementary,Kraehenbuehl,Bulldozer,,,,,,,,,,,,,,,,,cELE,,,,3D,,,,,
22 USA,American ,Elementary,Kraehenbuehl,Day Dreaming,,,,,,,,,,,,,,,,,cELE,,,,,,,,,
22 USA,American ,Elementary,Kraehenbuehl,The 3-1 Bounce,,,,,,,,,,,,,,,,,2D,,,,,,,,,
23 Pedagogy,American ,Elementary,Kraehenbuehl,Three Blind Mice in D Major,"Piano Literature - Book 1, An Introduction Through Folk Songs and Singing Games, AP 0125, p.7, 16 bars",,,,,,001B,,,,,,,,,,1D,,,,,,,,,
,American ,Duet Elementary,Kraehenbuehl-Duet,"Ach, Du liber Augustin!","Piano Literature - Book 1 (An Introduction Through Folk Songs and Singing Games) Alfred Music Publishing, AP.0125, P.10-11, 20 bars",,,,95duELE2,,,,,,,,,,,,,,,,,,,,,
,American ,Duet Elementary,Kraehenbuehl-Duet,Juanita,"Piano Literature - Book 1 (An Introduction Through Folk Songs and Singing Games) Alfred Music Publishing, AP.0125, P.16-18, 24 bars",,,,95duELE1,,,,,,,,,,,,,,,,,,,,,
,American ,Elementary,Kraehenbuehl,A-Hunting We Will Go!,"Piano Literature - Book 1 (An Introduction Through Folk Songs and Singing Games) Alfred, AP.0125, English folk, P.20 no repeat 16 bars (in G Major)",,,,001A,,,,,,,,,,,,,,,,,,,,,
23 Pedagogy,American ,Elementary,Kraehenbuehl,Drink to Me Only With Thine Eyes in C Major,"Piano Literature - Book 1, An Introduction Through Folk Songs and Singing Games, AP 0125, English Folk, p.13, 16 bars",,,,,,001C,,,,,,,,,,,,,,,,,,,
23 Pedagogy,American ,Elementary,Kraehenbuehl,London Hill,English Folk,,,,,,,,,,,,,,,,,,,,,1B,,,,
23 Pedagogy,American ,Elementary,Kraehenbuehl,Vive la Compagnie! in G Major,"Piano Literature - Book 1, An Introduction Through Folk Songs and Singing Games, AP 0125, French folk, p.5, 16 bars",,,,,,001A,,,,,,,,,,,,,,,,,,,
,American ,Elementary,Kraehenbuehl,Clapping Song,"Piano Literature - Book 1 (An Introduction Through Folk Songs and Singing Games) Alfred, AP.0125, Mexican folk, P.22, 16 bars, in F Major",,,,001B,,,,,,,,,,,,,,,,,,,,,
,American ,Elementary,Kraehenbuehl,Minka,"Piano Literature - Book 1 (An Introduction Through Folk Songs and Singing Games) Alfred, AP.0125, Russian folk, P.32, 16 bars, in D Minor",,,,001D,,,,,,,,,,,,,,,,,,,,,
,German ,Elementary,Krieger,Minuet in A Minor,"Discovering Piano Literature, Book 1, Alfred AP.14574, p.10-11, 24 bars",,,,,001A,,,,,,,,,,,,,,,,,,,,
15 Late Classical,Danish ,Junior,Kuhlau,Cantabile (2nd mvt) from Sonatina Op.55 #2 in G Major,"Sonatina Album Alfred AP.1710C, p.79, total 35 bars with repeats ",,,,,,,,,,,,,,,,,clJR,,4B,,,,,,
15 Late Classical,Danish ,Intermediate,Kuhlau,Allegro (1st mvt) from Sonatina Op.20 #2 in G Major ,Sonatina Album p.54-57 Alfred 1710C,,,,,,,2clINT1,,,,,,,,,,,clINT,clINT,clINT,,clINT,,,
15 Late Classical,Danish ,Intermediate,Kuhlau,Adagio e sostenuto (2nd mvt) from Sonatina Op.20 #2 in G Major,Sonatina Album p.58-59 Alfred 1710C,,,,,,,,,,,,,,,,,,,,,,,,,5B
15 Late Classical,Danish ,Intermediate,Kuhlau,Allegro scherzando (3rd mvt) from Sonatina Op.20 #2 in G Major ,Sonatina Album p.60-63 Alfred 1710C,,,,,,,2clINT2,,,,,,,,,,,,,,,,,,
15 Late Classical,Danish ,Intermediate,Kuhlau,Alla polacca (3rd mvt) from Sonatina Op.20 #3 in F Major,,,,,,,,,,,,clINT,,,,,,,,,,,,,,
15 Late Classical,Danish ,Intermediate,Kuhlau,Allegretto (1st mvt) from Sonatina Op.55 #2 in G Major,,,,,,,,,,,,,,,,,,,,,clINT,,clINT,,,
15 Late Classical,Danish ,Intermediate,Kuhlau,Allegretto grazioso (2nd mvt) from Sonatina Op.55 #3 in C Major,,,,,,,,,,,,clINT,,,,,,,,,,,,,,
15 Late Classical,Danish ,Intermediate,Kuhlau,Allegro (1st mvt) from Sonata Op.59 #1 in A Major,,,,,,,,,,,,,,,,,,,,,,,,,6B,
15 Late Classical,Danish ,Intermediate,Kuhlau,Allegro (1st mvt) from Sonatina Op.20 #1 in C Major,,,,,,,,,,,,clINT,,,,,,clJR,clINT,clINT,clINT,,clINT,,,
15 Late Classical,Danish ,Intermediate,Kuhlau,Allegro (1st mvt) from Sonatina Op.55 #1 in C Major,,,,,,,,,,,,,,,,,,,,,clINT,,clINT,,,
15 Late Classical,Danish ,Intermediate,Kuhlau,Allegro burlesco (3rd mvt) from Sonatina Op.88 #3 in A Flat Major,,,,,,,,,,,,,,,,,,,,,,,,,,7B
15 Late Classical,Danish ,Intermediate,Kuhlau,Allegro con spirito (1st mvt) from Sonatina Op.20 #3 in F Major,,,,,,,,,,,,clINT,,,,,,,clINT,clINT,clINT,,clINT,,,
15 Late Classical,Danish ,Intermediate,Kuhlau,Allegro con spirito (1st mvt) from Sonatina Op.55 #3 in C Major,,,,,,,,,,,,clINT,,,,,,,clINT,clINT,clINT,,clINT,,,
15 Late Classical,Danish ,Intermediate,Kuhlau,Allegro non tanto (1st mvt) from Sonatina Op.55 #4 in F Major,,,,,,,,,,,,,,,,,,,,,clINT,,clINT,,,
15 Late Classical,Danish ,Junior,Kuhlau,Andante (2nd mvt) from Sonatina Op.20 #1 in C Major,,,,,,,,,,,,,,,,,,clJR,,,,,,,,
15 Late Classical,Danish ,Junior,Kuhlau,Andante cantabile (2nd mvt) from Sonatina Op.88 #2 in G Major ,,,,,,,,,,,,,,,,,,clJR,,,,,,,,
15 Late Classical,Danish ,Junior,Kuhlau,Andantino (2nd mvt) from Sonatina Op.88 #3 in A Flat Major,,,,,,,,,,,,,,,,,,clJR,,,,,,,,
15 Late Classical,Danish ,Junior,Kuhlau,Andantino con espression (2nd mvt) from Sonatina Op.55 #4 in F Major,,,,,,,,,,,,,,,,,,clJR,,,,,,,,
15 Late Classical,Danish ,Intermediate,Kuhlau,Larghetto (2nd mvt) in B Flat Major from Sonatina Op.20 #3 in F Major,,,,,,,,,,,,clINT,,,,,,,,,,,,,,
15 Late Classical,Danish ,,Kuhlau,Rondo (3rd mvt) from Sonatina Op.20 #1 in C Major,,,,,,,,,,,,,,,,,,,,,,,,,,
15 Late Classical,Danish ,Intermediate,Kuhlau,Sonatina Op.55 #6 in C Major,,,,,,,,,,,,,,,,,,,,,clINT,,clINT,,,
15 Late Classical,Danish ,,Kuhlau,Tempo di marcia (1st mvt) from Sonatina Op.55 #5 in D Major,,,,,,,,,,,,,,,,,,,,,,,,,,
15 Late Classical,Danish ,Intermediate,Kuhlau,Variations on an Austrian Folk Song in F Major,,,,,,,,,,,,5B,,,,,,,,,,,,,x,
15 Late Classical,Danish ,,Kuhlau,Vivace (2nd mvt) from Sonatina Op.55 #1 in C Major,,,,,,,,,,,,,,,,,,,,,,,,,,
15 Late Classical,French ,Junior,Latour,Allegretto from Sonatina in C Major,"Alfred 626, P.2",,,,,,,,,,,,clJR,,,,,,,,,,,,,
15 Late Classical,French ,Junior,Latour,Rondo from Sonatina in C Major,"Alfred 626, P.6",,,,,,,,,,,,clJR,,,,,,,,,,,,,
,,,Lee,A Boy from Canada,"Harris Piano Classics Vol.1/b, Frederick Harris Music Company, FH.HPA52, P.19, 24 bars",,,,,,,,,,,,,,,,,,,,,,,,,
22 USA,,Senior,Lees,#7 from Kaleidoscopes ,,,,,,,,,,,,,cSR,,,,,,,,,,,,,
22 USA,,Senior,Lees,#9 from Kaleidoscopes ,,,,,,,,,,,,,cSR,,,,,,,,,,,,,
24 Chinese ,Chinese,Elementary,Li,Elephant #3 from the Zoo Suite 大象,"Selection from Chinese Classical Music for Piano 4, ShiDaiWenYi Publishing House, ISBN 7538709657, 中国钢琴名曲曲库4, 时代文艺出版社,p.10 in d, 17 bars",,,,,,,6chELE3,,,,,,,,,,,,,,,,,,
24 Chinese ,Chinese,Junior,Li,Little Monkey #5 from the Zoo Suite 小猴儿,"Selection from Chinese Classical Music for Piano 4, ShiDaiWenYi Publishing House, ISBN 7538709657, 中国钢琴名曲曲库4, 时代文艺出版社,p.12-13 in Eb, 48 bars",,,,,,,6chJR1,,,,,,,,,,,,,,,,,,
24 Chinese ,Chinese,Elementary,Li,Lantern 花灯,"Selection from Chinese Classical Music for Piano 4, ShiDaiWenYi Publishing House, ISBN 7538709657, 中国钢琴名曲曲库4, 时代文艺出版社,p.14 in e, 15 bars (Yun-Nan Folk Song)",,,,,,,6chELE4,,,,,,,,,,,,,,,,,,
24 Chinese ,Chinese,Elementary,Li,Song of the Birds 小鳥的歌,"Selection from Chinese Classical Music for Piano 4, ShiDaiWenYi Publishing House, ISBN 7538709657, 中国钢琴名曲曲库4, 时代文艺出版社,p.4 in C Major, 22 bars",,,,,,,6chELE1,,,,,,,,,,,,,,,,,,
24 Chinese ,Chinese,Elementary,Li,Giraffe #2 from the Zoo Suite 長頸鹿,"Selection from Chinese Classical Music for Piano 4, ShiDaiWenYi Publishing House, ISBN 7538709657, 中国钢琴名曲曲库4, 时代文艺出版社,p.9 in D, 20 bars",,,,,,,6chELE2,,,,,,,,,,,,,,,,,,
24 Chinese,Chinese,Elementary,Li,Song of the Shepherd Boy (Allegro) 牧童的歌,,,,,,,,,chELE,,,,,,,,,,,,,,,,,
24 Chinese,Chinese,Senior,Li,The Harmony of Xiao & Drum,,,,,,,,,,chiSR,,,,,,,,,,,,,,,,
24 Chinese,Chinese,Elementary,Li,The Running Brook (Allegretto) 水渠水流呀流,,,,,,,,,chELE,,,,,,,,,,,,,,,,,
24 Chinese,Chinese,Elementary,Li 李,Toys (Moderato) 玩具 in C Major,"ZhongGuo ErTong GangQinQuXuan, SMPH 2J703 中国儿童钢琴曲选, p.4, 13 bars",,,,,71chELE1,,,chELE00,,,,,,,,,,,,,,,,,
,Chinese,Intermediate,Li 李,Little Shepherd 小牧民 ,"ZhongGuo ErTong GangQinQuXuan, SMPH 2J703 中国儿童钢琴曲选, p.68-71",,,,,73chINT4,,,,,,,,,,,,,,,,,,,,
,Chinese,,Li 李,Little Toccata 练习曲(小托卡塔),"ZhongGuoFengGeGangQinLianXiQu 60 Shou中国风格钢琴练习曲60首, ISBN 9787806927199 上海音乐学院出版社, P.3",chJR,,,,,,,,,,,,,,,,,,,,,,,,
,Chinese,Junior,Li 李,Dragon Lantern 舞龙灯 in D Major,"中国风格儿童钢琴曲集-人民音乐出版社 ISBN：9787103014097, p.14, 24 bars",,,,,72chJR2,,,,,,,,,,,,,,,,,,,,
,Chinese,Junior,Li 李,Moon Gazing 看月亮 in F Major,"中国风格儿童钢琴曲集-人民音乐出版社 ISBN：9787103014097, p.15, 24 bars",,,,,72chJR3,,,,,,,,,,,,,,,,,,,,
,Chinese,Junior,Li 李,Little Monkey Riding on a Bike 小猴骑车 in G Major,"中国风格儿童钢琴曲集-人民音乐出版社 ISBN：9787103014097, p.30, 18 bars ",,,,,72chJR6,,,,,,,,,,,,,,,,,,,,
,Chinese,,Li 黎,Etude 练习曲(左手旋律),"ZhongGuoFengGeGangQinLianXiQu 60 Shou中国风格钢琴练习曲60首, ISBN 9787806927199 上海音乐学院出版社, P.12",chJR,,,,,,,,,,,,,,,,,,,,,,,,
,Chinese,Elementary,Li 黎-Fujian Folk,#7 Song of a Fisherman 渔民歌,"50 Short Piano Pieces Recomposed Using Chinese Folk Songs 民歌钢琴小曲50首, 人民音乐出版社 ISBN: 7103021678, P.7, 17 bars No repeat",,,,71chELE3,,,,,,,,,,,,,,,,,,,,,
,Chinese,Elementary,Li 黎-Fujian Folk,#10 Seeing Off 十送,"50 Short Piano Pieces Recomposed Using Chinese Folk Songs 民歌钢琴小曲50首, 人民音乐出版社 ISBN: 7103021678, P.8, 20 bars with repeat",,,,71chELE5,,,,,,,,,,,,,,,,,,,,,
,Chinese,Elementary,Li 黎-Hebei Folk,#13 Quarrelling 顶嘴,"50 Short Piano Pieces Recomposed Using Chinese Folk Songs 民歌钢琴小曲50首, 人民音乐出版社 ISBN: 7103021678, P.10, 18 bars with repeat",,,,71chELE6,,,,,,,,,,,,,,,,,,,,,
,Chinese,Junior,Li 黎-Hebei Folk,#29 Mountain Song of Wuhu 芜湖山歌,"50 Short Piano Pieces Recomposed Using Chinese Folk Songs 民歌钢琴小曲50首, 人民音乐出版社 ISBN: 7103021678, P.18, 21 bars, No repeat",,,,72chJR1,,,,,,,,,,,,,,,,,,,,,
,Chinese,Elementary,Li 黎-Hunan Folk,#4 Colourful Drum Tune 花鼓调,"50 Short Piano Pieces Recomposed Using Chinese Folk Songs 民歌钢琴小曲50首, 人民音乐出版社 ISBN: 7103021678, P.5, 17 bars with repeat",,,,71chELE2,,,,,,,,,,,,,,,,,,,,,
,Chinese,Junior,Li 黎-Jiangxi Folk,#38 Mountain Song 山歌,"50 Short Piano Pieces Recomposed Using Chinese Folk Songs 民歌钢琴小曲50首, 人民音乐出版社 ISBN: 7103021678, P.24-25, 13 bars",,,,72chJR2,,,,,,,,,,,,,,,,,,,,,
,Chinese,Elementary,Li 黎-Shaanxi Folk,#2 Lan Huahua 蓝花花,"50 Short Piano Pieces Recomposed Using Chinese Folk Songs 民歌钢琴小曲50首, 人民音乐出版社 ISBN: 7103021678, P.4, 19 bars with repeat",,,,71chELE1,,,,,,,,,,,,,,,,,,,,,
,Chinese,Elementary,Li 黎-Shaanxi Folk,#9 A Love Song 游铁道,"50 Short Piano Pieces Recomposed Using Chinese Folk Songs 民歌钢琴小曲50首, 人民音乐出版社 ISBN: 7103021678, P.8, 19 bars",,,,71chELE4,,,,,,,,,,,,,,,,,,,,,
,Chinese,Junior,Li 黎-Shandong Folk,#40 Stroll amongst the Lanterns 逛灯,"50 Short Piano Pieces Recomposed Using Chinese Folk Songs 民歌钢琴小曲50首, 人民音乐出版社 ISBN: 7103021678, P.26, 26 bars",,,,72chJR3,,,,,,,,,,,,,,,,,,,,,
,Chinese,Junior,Li 黎-Shanxi Folk,#43 Selling Colourful Thread 卖花线,"50 Short Piano Pieces Recomposed Using Chinese Folk Songs 民歌钢琴小曲50首, 人民音乐出版社 ISBN: 7103021678, P.28, 19 bars with repeat",,,,72chJR4,,,,,,,,,,,,,,,,,,,,,
,Chinese,Junior,Li 黎-Shanxi Folk,#46 Moonlight Shines the Dressing Table 照花台,"50 Short Piano Pieces Recomposed Using Chinese Folk Songs 民歌钢琴小曲50首, 人民音乐出版社 ISBN: 7103021678, P.30, 21 bars with repeat",,,,72chJR5,,,,,,,,,,,,,,,,,,,,,
,Chinese,Junior,Li 黎-Shanxi Folk,#49 A Love Song 游铁道,"50 Short Piano Pieces Recomposed Using Chinese Folk Songs 民歌钢琴小曲50首, 人民音乐出版社 ISBN: 7103021678, P.32, 20 bars",,,,72chJR6,,,,,,,,,,,,,,,,,,,,,
,Chinese,,"Li,YH-Folk 黎",Picking Flowers  采花 in D Minor,"中国风格的儿童钢琴曲集 p.16, 27 bars-人民音乐出版社 (ZhongGuo ErTong GangQinQuXuan, SMPH 2J703, p.50-51 (27 bars)中国儿童钢琴曲选 (盼红军))",,,,,,,,,,,,,,,,,,,,,,,,,
24 Chinese,Chinese,Junior,Liang,Alfontes’ Little Mule (Allegretto) 阿凡提的不毛驴 ,,,,,,,,,chJR,,,,,,,,,,,,,,,,,
23 Pedagogy,German,Junior,Lichner,Sonatina in C Major,"Discovering Piano Literature, Book 2, Alfred AP.14575, p.22-23, 26 bars",,,clJR,,,,,,,,,,3B,,,,,,,,,,,,
24 Chinese ,Chinese,,Li,"The Wedding Feast, #4 from A-Fan-Ti's Suite 宴席上","Selection from Chinese Classical Music for Piano 4, ShiDaiWenYi Publishing House, ISBN 7538709657, 中国钢琴名曲曲库4, 时代文艺出版社, Folk, p.39, 23 bars in E",,,,,,,,,,,,,,,,,,,,,,,,,
24 Chinese ,Chinese,Junior,Li,Picking Tea Leaves & Catching Butterflies 采茶扑蝶,"Selection from Chinese Classical Music for Piano 4, ShiDaiWenYi Publishing House, ISBN 7538709657, 中国钢琴名曲曲库4,时代文艺出版社, Folk, p.17,22 bars in c",,,,,,,6chJR2,,,,,,,,,,,,,,,,,,
24 Chinese ,Chinese,Junior,Li,"Riding on the Donkey, #1 from A-Fan-Ti's Suite 骑毛驴","Selection from Chinese Classical Music for Piano 4, ShiDaiWenYi Publishing House, ISBN 7538709657,中国钢琴名曲曲库4, 时代文艺出版社, Folk, p.36, 23 bars in E",,,,,,,6chJR5,,,,,,,,,,,,,,,,,,
,Chinese,Elementary,Li 李,Tea Dance 顺采茶,"ZhongGuo ErTong GangQinQuXuan, SMPH 2J703, Folk, p.8, 12 bars 中国儿童钢琴曲选",,,,,,61chELE3,,,,,,,,,,,,,,,,,,,
,Chinese,Junior,Li 黎,Flower Drum 花鼓,"ZhongGuo ErTong GangQinQuXuan, SMPH 2J703, Folk, p.23 ( bars)中国儿童钢琴曲选",,,,,,62chJR3,,,,,,,,,,,,,,,,,,,
,Chinese,Junior,Li 黎,Embroidery 绣荷包,"ZhongGuo ErTong GangQinQuXuan, SMPH 2J703, p.24 ( bars)中国儿童钢琴曲选",,,,,,62chJR4,,,,,,,,,,,,,,,,,,,
,,Intermediate,Ligeti,Tempo di valzero,"From Schoenberg to Ligeti, Schott ED9478, p.21-23",,,13-4D,,,,,,,,,,,,,,,,,,,,,,
24 Chinese ,Chinese,Junior,Lin,Kangding love song 康定情歌,"Selection from Chinese Classical Music for Piano 4, ShiDaiWenYi Publishing House, ISBN 7538709657,中国钢琴名曲曲库4, 时代文艺出版社 Folk, p.21,29 bars in e",,,,,,,6chJR3,,,,,,,,,,,,,,,,,,
,Hungarian,Intermediate,Liszt,Etude Op.1 #1 in C Major,"The Romantic Era, An Introduction to the Piano Music, AP 467, p.58-60",,1.5,,,33rINT5,,,,,,,,,,,,,,,,,,,,
16 Early Romantic,Hungarian,Concerto Adv,Liszt,Allegro maestoso (1st mvt) from Concerto #1 in E Flat Major,,,,,toADV15,,,,toADV,toADV,toADV,,,,,,,,,,,,,,,
16 Early Romantic,Hungarian,Concerto Adv,Liszt,Allegro marziale animato (4th mvt) from Concerto #1 in E Flat Major,,,,,toADV16,,,,toADV,toADV,,,,,,,,,,,,,,,,
,Hungarian,Concerto Adv,Liszt,Concerto #2 in A Major,,,,,toADV17,,,,,,,,,,,,,,,,,,,,,
16 Early Romantic,Hungarian,Senior,Liszt,Consolation #3 in D Flat Major,,,,,,,,,,,,,,7C,,,,,,,,,,,,7C
16 Early Romantic,Hungarian,Senior,Liszt,Dedication (Widmung) Liebeslied,,,,,,,,,,,,,,,,,,,,,7C,,,,,
16 Early Romantic,Hungarian,Senior,Liszt,Gnomen-Reigen (Dances of the Gnomes) in F# Minor,,,,,,,,,,,,,,,,,,,,,,,,,,
16 Early Romantic,Hungarian,Concerto Sr,Liszt,Hungarian Fantasy (in one mvt) in E & F Majors,,,12,,toSR18,,,,toSR,toSR,toSR,,,,,,,,,,,,,,,
16 Early Romantic,Hungarian,Senior,Liszt,Liebestraum #3 in A Flat Major,,,,,,,,,,,,8C,,,,,,8C,,,,,,,,
16 Early Romantic,Hungarian,,Liszt,Un Sospiro (Concert Etude No.3) in D Flat Major,,,,,,,,,,,,,,,,,,,,,,,,,,
16 Early Romantic,Hungarian,,Liszt,Waldesrauschen (Voices of the Woods) in D Flat Major,,,,,,,,,,,,,,,,,,,,,,,,,,
24 Chinese ,Chinese,Intermediate,Liu,"The Running Race, #4 from Sports Suite 赛跑","Selection from Chinese Classical Music for Piano 4, ShiDaiWenYi Publishing House, ISBN 7538709657, 中国钢琴名曲曲库4, 时代文艺出版社,p.109-111 in C",,,,,,,6chINT5,,,,,,,,,,,,,,,,,,
24 Chinese,Chinese,Adv-Int,Liu,Catching Butterflies in the Midst of Picking Tea Leaves 采茶扑蝶,Folk,,,,,,,,,chiA-I,,,,,,,,,,,,,,,,
,Chinese,,Liu-Zhao,喜洋洋,"ZhongGuo ErTong GangQinQuXuan, SMPH 2J703, p.1 (16 bars)中国儿童钢琴曲选",,,,,,,,,,,,,,,,,,,,,,,,,
,Chinese,,Loh,Andantino from Sonatina #1 第一小奏鸣曲 ,中国钢琴作品选 p.19-20,,,,,,,,,,,,,,,,,,,,,,,,,
,Georgian,Elementary,Lomdaridze,Reminiscence,"Georgian Piano Music Book 1,  p.15-16, 39 bars",,,,,82geELE4,,,,,,,,,,,,,,,,,,,,
,Georgian,Junior,Lomdaridze,Dance in E Minor,"Georgian Piano Music Book 1,  p.17-18, 34 bars",,,,,83geJR1,,,,,,,,,,,,,,,,,,,,
,Georgian,Elementary,Lomdaridze,Song Without Words #1 in C Major,"Georgian Piano Music Book 1,  p.5-6, 48 bars",,,,,82geELE1,,,,,,,,,,,,,,,,,,,,
,Georgian,Elementary,Lomdaridze,Wrestling,"Georgian Piano Music Book 1,  p.7-8, 19 bars",,,,,82geELE2,,,,,,,,,,,,,,,,,,,,
,Georgian,Elementary,Lomdaridze,Song Without Words #2  in C Major,"Georgian Piano Music Book 1,  p.9-12, 54 bars",,,,,82geELE3,,,,,,,,,,,,,,,,,,,,
,Georgian,Elementary,Lomdaridze,In an Old Town,"Georgian Piano Music Book 1, p.19-20, 26 bars",,,,,82geELE5,,,,,,,,,,,,,,,,,,,,
,Georgian,Junior,Lomdaridze,Verse in A Minor,"Georgian Piano Music Book 1, p.21-22, 49 bars",,,,,83geJR2,,,,,,,,,,,,,,,,,,,,
,Georgian,Elementary,Lomdaridze,Morning on the Mountain,"Georgian Piano Music Book 1, p.23-24, 48 bars",,,,,82geELE6,,,,,,,,,,,,,,,,,,,,
,Georgian,Junior,Lomdaridze,Song Without Words #3,"Georgian Piano Music Book 1, p.25-28, 33 bars",,,,,83geJR3,,,,,,,,,,,,,,,,,,,,
,Georgian,Junior,Lomdaridze,Song Without Words #4 ,"Georgian Piano Music Book 1, p.29-30, 45 bars",,,,,83geJR4,,,,,,,,,,,,,,,,,,,,
,Georgian,Junior,Lomdaridze,Evening on the Mountain ,"Georgian Piano Music Book 1, p.33-34, 32 bars",,,,,83geJR5,,,,,,,,,,,,,,,,,,,,
,Georgian,Junior,Lomdaridze,Toccata in E Minor,"Georgian Piano Music Book 1, p.49-52, 40 bars",,,,,83geJR6,,,,,,,,,,,,,,,,,,,,
,Germany,Elementary,Loschhorn,Waltz in C Major,"Discovering Piano Literature, Book 2, Alfred AP.14575, p.32, 24 bars",,,,,,31rELE4,,,,,,,,,,,,,,,,,,,
,Chinese,Senior,Lu 陆,Folk Song & Brass Drum 山歌与铜鼓乐 ,"ZhongGuo GangQin ZuoPinXuan,ISBN:9787103012147,中国钢琴作品选-人民音乐出版 p.112-120",,,,,,64chSR3,,,,,,,,,,,,,,,,,,,
,Chinese,Junior,Lu 陆,Shan Xi Folk Song 信天游 in A Minor,"中国风格儿童钢琴曲集-人民音乐出版社 ISBN：9787103014097, p.26, 23 bars ",,,,,72chJR5,,,,,,,,,,,,,,,,,,,,
24 Chinese,Chinese,Junior,Lu,The Farewell Song (Allegretto) 送大哥,Folk,,,,,,,,chJR,,,,,,,,,,,,,,,,,
,Chinese,,Luo,Allegro scherzando (1st mvt) from Sonatina #1 第一小奏鸣曲 ,"ZhongGuo GangQin ZuoPinXuan,ISBN:9787103012147,p.15-18 中国钢琴作品选,人民音乐出版社",,,,,,,,,,,,,,,,,,,,,,,,,
,Chinese,,Luo,Andantino (2nd mvt) from Sonatina #1 第一小奏鸣曲,"ZhongGuo GangQin ZuoPinXuan,ISBN:9787103012147,p.19-20 中国钢琴作品选,人民音乐出版社",,,,,,,,,,,,,,,,,,,,,,,,,
,Chinese,,Luo,Presto (3rd mvt) from Sonatina #1 第一小奏鸣曲 ,"ZhongGuo GangQin ZuoPinXuan,ISBN:9787103012147,p.21-24  中国钢琴作品选,人民音乐出版社",,,,,,,,,,,,,,,,,,,,,,,,,
,Chinese,Intermediate,Luo 罗,Allegro from Sonatina #2 第二小奏鸣曲 ,"ZhongGuo ErTong GangQinQuXuan, SMPH 2J703 中国儿童钢琴曲选, p.86-89",,,,,73chINT6,,,,,,,,,,,,,,,,,,,,
,Chinese,Elementary,Luo 罗,Mirror Image 我学你,"ZhongGuo ErTong GangQinQuXuan, SMPH 2J703, p.14 (18 bars)中国儿童钢琴曲选",,,,,,61chELE6,,,,,,,,,,,,,,,,,,,
,Chinese,Intermediate,Luo 罗,Allegro scherzando from Sonatina #1 第一小奏鸣曲 ,"ZhongGuo GangQin ZuoPinXuan,ISBN:9787103012147,中国钢琴作品选 p.15-18",,,,,,63chINT3,,,,,,,,,,,,,,,,,,,
,Chinese,Intermediate,Luo 罗,Presto from Sonatina #1 第一小奏鸣曲 ,"ZhongGuo GangQin ZuoPinXuan,ISBN:9787103012147,中国钢琴作品选 p.20-24",,,,,,63chINT4,,,,,,,,,,,,,,,,,,,
22 USA,American,Junior,Lynes,"Allegro (1st mvt) from Op.39 Sonatina #1 in C Major, ",p.4,,,,,,,,,,usJR,,,,,,,,,,,,,,,
22 USA,American,Junior,Lynes,Allegro (3rd mvt) from Op.39 Sonatina #1 in C Major,p.8,,,,,,,,,,usJR,,,,,,,,,,,,,,,
22 USA,American,Junior,Lynes,Allegro moderato (1st mvt) from Op.39 Sonatina #3 in C Major,,,,,,,,,,,usJR,,,,,,,,,,,,,,,
